#separator:tab
#html:false
Occiptofrontalis ACTION: [...] INNERVATION: CN VII	Occiptofrontalis ACTION: raise forehead and eyebrow INNERVATION: CN VII
Mentalis ACTION: [...] INNERVATION: CN VII	Mentalis ACTION: wrinkle chin INNERVATION: CN VII
Mentalis ACTION: wrinkle chin INNERVATION: [...]	Mentalis ACTION: wrinkle chin INNERVATION: CN VII
Mentalis ACTION: [...] INNERVATION: [...]	Mentalis ACTION: wrinkle chin INNERVATION: CN VII
Levator Labii Superioris ACTION: elevate upper lip INNERVATION: [...]	Levator Labii Superioris ACTION: elevate upper lip INNERVATION: CN VII
Levator Labii Superioris ACTION: [...] INNERVATION: CN VII	Levator Labii Superioris ACTION: elevate upper lip INNERVATION: CN VII
Levator Labii Superioris ACTION: [...] INNERVATION: [...]	Levator Labii Superioris ACTION: elevate upper lip INNERVATION: CN VII
Nasalis ACTION: wrinkle nose INNERVATION: [...]	Nasalis ACTION: wrinkle nose INNERVATION: CN VII
Nasalis ACTION: [...] INNERVATION: CN VII	Nasalis ACTION: wrinkle nose INNERVATION: CN VII
Nasalis ACTION: [...] INNERVATION: [...]	Nasalis ACTION: wrinkle nose INNERVATION: CN VII
buccinator ACTION: [...] INNERVATION: CN VII	buccinator ACTION: facial expression INNERVATION: CN VII
buccinator ACTION: facial expression INNERVATION: [...]	buccinator ACTION: facial expression INNERVATION: CN VII
buccinator ACTION: [...] INNERVATION: [...]	buccinator ACTION: facial expression INNERVATION: CN VII
Levator Anguli Oris ACTION: elevates the angle of the mouth INNERVATION: [...]	Levator Anguli Oris ACTION: elevates the angle of the mouth INNERVATION: CN VII
Levator Anguli Oris ACTION: [...] INNERVATION: CN VII	Levator Anguli Oris ACTION: elevates the angle of the mouth INNERVATION: CN VII
Levator Anguli Oris ACTION: [...] INNERVATION: [...]	Levator Anguli Oris ACTION: elevates the angle of the mouth INNERVATION: CN VII
Depressor Anguli Oris ACTION: [...] INNERVATION: CN VII	Depressor Anguli Oris ACTION: lowers the angle of the mouth INNERVATION: CN VII
Depressor Anguli Oris ACTION: lowers the angle of the mouth INNERVATION: [...]	Depressor Anguli Oris ACTION: lowers the angle of the mouth INNERVATION: CN VII
Depressor Anguli Oris ACTION: [...] INNERVATION: [...]	Depressor Anguli Oris ACTION: lowers the angle of the mouth INNERVATION: CN VII
Depressor Labii Inferioris ACTION: lowers the lower lip INNERVATION: [...]	Depressor Labii Inferioris ACTION: lowers the lower lip INNERVATION: CN VII
Depressor Labii Inferioris ACTION: [...] INNERVATION: CN VII	Depressor Labii Inferioris ACTION: lowers the lower lip INNERVATION: CN VII
Depressor Labii Inferioris ACTION: [...] INNERVATION: [...]	Depressor Labii Inferioris ACTION: lowers the lower lip INNERVATION: CN VII
Lateral Rectus ACTION: [...] INNERVATION: CN VI (abducens)	Lateral Rectus ACTION: rotates eye laterally INNERVATION: CN VI (abducens)
Lateral Rectus ACTION: rotates eye laterally INNERVATION: [...]	Lateral Rectus ACTION: rotates eye laterally INNERVATION: CN VI (abducens)
Lateral Rectus ACTION: [...] INNERVATION: [...]	Lateral Rectus ACTION: rotates eye laterally INNERVATION: CN VI (abducens)
Medial Rectus ACTION: [...] INNERVATION: CN III	Medial Rectus ACTION: rotates eye medially INNERVATION: CN III
Medial Rectus ACTION: rotates eye medially INNERVATION: [...]	Medial Rectus ACTION: rotates eye medially INNERVATION: CN III
Medial Rectus ACTION: [...] INNERVATION: [...]	Medial Rectus ACTION: rotates eye medially INNERVATION: CN III
Superior Rectus ACTION: rotates eye upward INNERVATION: [...]	Superior Rectus ACTION: rotates eye upward INNERVATION: CN III
Superior Rectus ACTION: [...] INNERVATION: CN III	Superior Rectus ACTION: rotates eye upward INNERVATION: CN III
Superior Rectus ACTION: [...] INNERVATION: [...]	Superior Rectus ACTION: rotates eye upward INNERVATION: CN III
Inferior Rectus ACTION: [...] INNERVATION: CN III	Inferior Rectus ACTION: rotates eye downward INNERVATION: CN III
Inferior Rectus ACTION: rotates eye downward INNERVATION: [...]	Inferior Rectus ACTION: rotates eye downward INNERVATION: CN III
Inferior Rectus ACTION: [...] INNERVATION: [...]	Inferior Rectus ACTION: rotates eye downward INNERVATION: CN III
Superior Oblique ACTIONS: depress the eye and medially rotates the eye INNERVATION: [...]	Superior Oblique ACTIONS: depress the eye and medially rotates the eye INNERVATION: CN IV (trochlear)
Superior Oblique ACTIONS: [...] INNERVATION: CN IV (trochlear)	Superior Oblique ACTIONS: depress the eye and medially rotates the eye INNERVATION: CN IV (trochlear)
Superior Oblique ACTIONS: [...] INNERVATION: [...]	Superior Oblique ACTIONS: depress the eye and medially rotates the eye INNERVATION: CN IV (trochlear)
Inferior Oblique ACTIONS: [...] INNERVATION: CN III	Inferior Oblique ACTIONS: elevates the eye and laterally rotates the eye INNERVATION: CN III
Inferior Oblique ACTIONS: elevates the eye and laterally rotates the eye INNERVATION: [...]	Inferior Oblique ACTIONS: elevates the eye and laterally rotates the eye INNERVATION: CN III
Inferior Oblique ACTIONS: [...] INNERVATION: [...]	Inferior Oblique ACTIONS: elevates the eye and laterally rotates the eye INNERVATION: CN III
Levator Palpebrae Superioris ACTION: [...] INNERVATION: CN III	Levator Palpebrae Superioris ACTION: elevate the upper eyelid INNERVATION: CN III
Levator Palpebrae Superioris ACTION: elevate the upper eyelid INNERVATION: [...]	Levator Palpebrae Superioris ACTION: elevate the upper eyelid INNERVATION: CN III
Levator Palpebrae Superioris ACTION: [...] INNERVATION: [...]	Levator Palpebrae Superioris ACTION: elevate the upper eyelid INNERVATION: CN III
Temporalis ORIGIN: superior temporal line INSERTION: coronoid process of mandible ACTION: close the jaw INNERVATION: [...]	Temporalis ORIGIN: superior temporal line INSERTION: coronoid process of mandible ACTION: close the jaw INNERVATION: CN V3
Temporalis ORIGIN: [...] INSERTION: coronoid process of mandible ACTION: close the jaw INNERVATION: CN V3	Temporalis ORIGIN: superior temporal line INSERTION: coronoid process of mandible ACTION: close the jaw INNERVATION: CN V3
Temporalis ORIGIN: superior temporal line INSERTION: coronoid process of mandible ACTION: [...] INNERVATION: CN V3	Temporalis ORIGIN: superior temporal line INSERTION: coronoid process of mandible ACTION: close the jaw INNERVATION: CN V3
Temporalis ORIGIN: superior temporal line INSERTION: [...] ACTION: close the jaw INNERVATION: CN V3	Temporalis ORIGIN: superior temporal line INSERTION: coronoid process of mandible ACTION: close the jaw INNERVATION: CN V3
Temporalis ORIGIN: [...] INSERTION: [...] ACTION: [...] INNERVATION: [...]	Temporalis ORIGIN: superior temporal line INSERTION: coronoid process of mandible ACTION: close the jaw INNERVATION: CN V3
Masseter ORIGIN: zygomatic arch INSERTION: [...] ACTION: close the jaw INNERVATION: CN V3	Masseter ORIGIN: zygomatic arch INSERTION: angle and ramus of mandible ACTION: close the jaw INNERVATION: CN V3
Masseter ORIGIN: [...] INSERTION: angle and ramus of mandible ACTION: close the jaw INNERVATION: CN V3	Masseter ORIGIN: zygomatic arch INSERTION: angle and ramus of mandible ACTION: close the jaw INNERVATION: CN V3
Masseter ORIGIN: zygomatic arch INSERTION: angle and ramus of mandible ACTION: [...] INNERVATION: CN V3	Masseter ORIGIN: zygomatic arch INSERTION: angle and ramus of mandible ACTION: close the jaw INNERVATION: CN V3
Masseter ORIGIN: zygomatic arch INSERTION: angle and ramus of mandible ACTION: close the jaw INNERVATION: [...]	Masseter ORIGIN: zygomatic arch INSERTION: angle and ramus of mandible ACTION: close the jaw INNERVATION: CN V3
Masseter ORIGIN: [...] INSERTION: [...] ACTION: [...] INNERVATION: [...]	Masseter ORIGIN: zygomatic arch INSERTION: angle and ramus of mandible ACTION: close the jaw INNERVATION: CN V3
Lateral Pterygoid ORIGIN: lateral pterygoid plate INSERTION: condyle of mandible & TMJ ACTIONS: [...] INNERVATION: CN V3	Lateral Pterygoid ORIGIN: lateral pterygoid plate INSERTION: condyle of mandible & TMJ ACTIONS: Open jaw; protrude jaw; move jaw side-to-side INNERVATION: CN V3
Lateral Pterygoid ORIGIN: lateral pterygoid plate INSERTION: condyle of mandible & TMJ ACTIONS: Open jaw; protrude jaw; move jaw side-to-side INNERVATION: [...]	Lateral Pterygoid ORIGIN: lateral pterygoid plate INSERTION: condyle of mandible & TMJ ACTIONS: Open jaw; protrude jaw; move jaw side-to-side INNERVATION: CN V3
Lateral Pterygoid ORIGIN: [...] INSERTION: condyle of mandible & TMJ ACTIONS: Open jaw; protrude jaw; move jaw side-to-side INNERVATION: CN V3	Lateral Pterygoid ORIGIN: lateral pterygoid plate INSERTION: condyle of mandible & TMJ ACTIONS: Open jaw; protrude jaw; move jaw side-to-side INNERVATION: CN V3
Lateral Pterygoid ORIGIN: lateral pterygoid plate INSERTION: [...] ACTIONS: Open jaw; protrude jaw; move jaw side-to-side INNERVATION: CN V3	Lateral Pterygoid ORIGIN: lateral pterygoid plate INSERTION: condyle of mandible & TMJ ACTIONS: Open jaw; protrude jaw; move jaw side-to-side INNERVATION: CN V3
Lateral Pterygoid ORIGIN: [...] INSERTION: [...] ACTIONS: [...] INNERVATION: [...]	Lateral Pterygoid ORIGIN: lateral pterygoid plate INSERTION: condyle of mandible & TMJ ACTIONS: Open jaw; protrude jaw; move jaw side-to-side INNERVATION: CN V3
Medial Pterygoid ORIGIN: [...] INSERTION: angle of mandible ACTIONS: close jaw; move jaw side-to-side INNERVATION: CN V3	Medial Pterygoid ORIGIN: both pterygoid plate INSERTION: angle of mandible ACTIONS: close jaw; move jaw side-to-side INNERVATION: CN V3
Medial Pterygoid ORIGIN: both pterygoid plate INSERTION: angle of mandible ACTIONS: close jaw; move jaw side-to-side INNERVATION: [...]	Medial Pterygoid ORIGIN: both pterygoid plate INSERTION: angle of mandible ACTIONS: close jaw; move jaw side-to-side INNERVATION: CN V3
Medial Pterygoid ORIGIN: both pterygoid plate INSERTION: [...] ACTIONS: close jaw; move jaw side-to-side INNERVATION: CN V3	Medial Pterygoid ORIGIN: both pterygoid plate INSERTION: angle of mandible ACTIONS: close jaw; move jaw side-to-side INNERVATION: CN V3
Medial Pterygoid ORIGIN: both pterygoid plate INSERTION: angle of mandible ACTIONS: [...] INNERVATION: CN V3	Medial Pterygoid ORIGIN: both pterygoid plate INSERTION: angle of mandible ACTIONS: close jaw; move jaw side-to-side INNERVATION: CN V3
Medial Pterygoid ORIGIN: [...] INSERTION: [...] ACTIONS: [...] INNERVATION: [...]	Medial Pterygoid ORIGIN: both pterygoid plate INSERTION: angle of mandible ACTIONS: close jaw; move jaw side-to-side INNERVATION: CN V3
Genioglossus ORIGIN: genu of mandible INSERTION: tongue ACTIONS: [...] INNERVATION: CN XII	Genioglossus ORIGIN: genu of mandible INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Genioglossus ORIGIN: [...] INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII	Genioglossus ORIGIN: genu of mandible INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Genioglossus ORIGIN: genu of mandible INSERTION: [...] ACTIONS: tongue movement INNERVATION: CN XII	Genioglossus ORIGIN: genu of mandible INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Genioglossus ORIGIN: genu of mandible INSERTION: tongue ACTIONS: tongue movement INNERVATION: [...]	Genioglossus ORIGIN: genu of mandible INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Genioglossus ORIGIN: [...] INSERTION: [...] ACTIONS: [...] INNERVATION: [...]	Genioglossus ORIGIN: genu of mandible INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Hyoglossus ORIGIN: hyoid bone INSERTION: tongue ACTIONS: [...] INNERVATION: CN XII	Hyoglossus ORIGIN: hyoid bone INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Hyoglossus ORIGIN: hyoid bone INSERTION: tongue ACTIONS: tongue movement INNERVATION: [...]	Hyoglossus ORIGIN: hyoid bone INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Hyoglossus ORIGIN: hyoid bone INSERTION: [...] ACTIONS: tongue movement INNERVATION: CN XII	Hyoglossus ORIGIN: hyoid bone INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Hyoglossus ORIGIN: [...] INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII	Hyoglossus ORIGIN: hyoid bone INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Hyoglossus ORIGIN: [...] INSERTION: [...] ACTIONS: [...] INNERVATION: [...]	Hyoglossus ORIGIN: hyoid bone INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Styloglossus ORIGIN: styloid process INSERTION: tongue ACTIONS: tongue movement INNERVATION: [...]	Styloglossus ORIGIN: styloid process INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Styloglossus ORIGIN: [...] INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII	Styloglossus ORIGIN: styloid process INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Styloglossus ORIGIN: styloid process INSERTION: [...] ACTIONS: tongue movement INNERVATION: CN XII	Styloglossus ORIGIN: styloid process INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Styloglossus ORIGIN: styloid process INSERTION: tongue ACTIONS: [...] INNERVATION: CN XII	Styloglossus ORIGIN: styloid process INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Styloglossus ORIGIN: [...] INSERTION: [...] ACTIONS: [...] INNERVATION: [...]	Styloglossus ORIGIN: styloid process INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN XII
Palatoglossus ORIGIN: [...] INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN X	Palatoglossus ORIGIN: palate INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN X
Palatoglossus ORIGIN: palate INSERTION: tongue ACTIONS: [...] INNERVATION: CN X	Palatoglossus ORIGIN: palate INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN X
Palatoglossus ORIGIN: palate INSERTION: tongue ACTIONS: tongue movement INNERVATION: [...]	Palatoglossus ORIGIN: palate INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN X
Palatoglossus ORIGIN: palate INSERTION: [...] ACTIONS: tongue movement INNERVATION: CN X	Palatoglossus ORIGIN: palate INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN X
Palatoglossus ORIGIN: [...] INSERTION: [...] ACTIONS: [...] INNERVATION: [...]	Palatoglossus ORIGIN: palate INSERTION: tongue ACTIONS: tongue movement INNERVATION: CN X
Pharyngeal Constrictors (superior, middle, and inferior) ACTIONS: [...] INNERVATION: [...]	Pharyngeal Constrictors (superior, middle, and inferior) ACTIONS: constrict their sections of the pharynx INNERVATION: CN X
Pharyngeal Constrictors (superior, middle, and inferior) ACTIONS: [...] INNERVATION: CN X	Pharyngeal Constrictors (superior, middle, and inferior) ACTIONS: constrict their sections of the pharynx INNERVATION: CN X
Pharyngeal Constrictors (superior, middle, and inferior) ACTIONS: constrict their sections of the pharynx INNERVATION: [...]	Pharyngeal Constrictors (superior, middle, and inferior) ACTIONS: constrict their sections of the pharynx INNERVATION: CN X
Stylopharyngeus ACTIONS: [...] INNERVATION: [...]	Stylopharyngeus ACTIONS: elevates the pharynx and larynx INNERVATION: CN IX
Stylopharyngeus ACTIONS: [...] INNERVATION: CN IX	Stylopharyngeus ACTIONS: elevates the pharynx and larynx INNERVATION: CN IX
Stylopharyngeus ACTIONS: elevates the pharynx and larynx INNERVATION: [...]	Stylopharyngeus ACTIONS: elevates the pharynx and larynx INNERVATION: CN IX
Sternocleidomastoid ORIGIN: [...] INSERTION: mastoid process of temporal ACTIONS: UNI: opposite side rotation                            BILAT: flexion of head INNERVATION: CN XI	Sternocleidomastoid ORIGIN: clavicle and manubrium INSERTION: mastoid process of temporal ACTIONS: UNI: opposite side rotation                            BILAT: flexion of head INNERVATION: CN XI
Sternocleidomastoid ORIGIN: clavicle and manubrium INSERTION: mastoid process of temporal ACTIONS: [...] INNERVATION: CN XI	Sternocleidomastoid ORIGIN: clavicle and manubrium INSERTION: mastoid process of temporal ACTIONS: UNI: opposite side rotation                            BILAT: flexion of head INNERVATION: CN XI
Sternocleidomastoid ORIGIN: clavicle and manubrium INSERTION: [...] ACTIONS: UNI: opposite side rotation                            BILAT: flexion of head INNERVATION: CN XI	Sternocleidomastoid ORIGIN: clavicle and manubrium INSERTION: mastoid process of temporal ACTIONS: UNI: opposite side rotation                            BILAT: flexion of head INNERVATION: CN XI
Sternocleidomastoid ORIGIN: clavicle and manubrium INSERTION: mastoid process of temporal ACTIONS: UNI: opposite side rotation                            BILAT: flexion of head INNERVATION: [...]	Sternocleidomastoid ORIGIN: clavicle and manubrium INSERTION: mastoid process of temporal ACTIONS: UNI: opposite side rotation                            BILAT: flexion of head INNERVATION: CN XI
Sternocleidomastoid ORIGIN: [...] INSERTION: [...] ACTIONS: [...] INNERVATION: [...]	Sternocleidomastoid ORIGIN: clavicle and manubrium INSERTION: mastoid process of temporal ACTIONS: UNI: opposite side rotation                            BILAT: flexion of head INNERVATION: CN XI
Levator Scapulae ORIGIN: transverse process of C1-C4 INSERTION: [...] ACTIONS: elevate the scapula INNERVATION: dorsal scapular nerve	Levator Scapulae ORIGIN: transverse process of C1-C4 INSERTION: scapula ACTIONS: elevate the scapula INNERVATION: dorsal scapular nerve
Levator Scapulae ORIGIN: transverse process of C1-C4 INSERTION: scapula ACTIONS: elevate the scapula INNERVATION: [...]	Levator Scapulae ORIGIN: transverse process of C1-C4 INSERTION: scapula ACTIONS: elevate the scapula INNERVATION: dorsal scapular nerve
Levator Scapulae ORIGIN: [...] INSERTION: scapula ACTIONS: elevate the scapula INNERVATION: dorsal scapular nerve	Levator Scapulae ORIGIN: transverse process of C1-C4 INSERTION: scapula ACTIONS: elevate the scapula INNERVATION: dorsal scapular nerve
Levator Scapulae ORIGIN: transverse process of C1-C4 INSERTION: scapula ACTIONS: [...] INNERVATION: dorsal scapular nerve	Levator Scapulae ORIGIN: transverse process of C1-C4 INSERTION: scapula ACTIONS: elevate the scapula INNERVATION: dorsal scapular nerve
Levator Scapulae ORIGIN: [...] INSERTION: [...] ACTIONS: [...] INNERVATION: [...]	Levator Scapulae ORIGIN: transverse process of C1-C4 INSERTION: scapula ACTIONS: elevate the scapula INNERVATION: dorsal scapular nerve
Rhomboid Major ORIGIN: [...] INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve	Rhomboid Major ORIGIN: spinous processes of T2-T5 INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve
Rhomboid Major ORIGIN: spinous processes of T2-T5 INSERTION: scapula ACTION: adduct scapula INNERVATION: [...]	Rhomboid Major ORIGIN: spinous processes of T2-T5 INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve
Rhomboid Major ORIGIN: spinous processes of T2-T5 INSERTION: scapula ACTION: [...] INNERVATION: dorsal scapular nerve	Rhomboid Major ORIGIN: spinous processes of T2-T5 INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve
Rhomboid Major ORIGIN: spinous processes of T2-T5 INSERTION: [...] ACTION: adduct scapula INNERVATION: dorsal scapular nerve	Rhomboid Major ORIGIN: spinous processes of T2-T5 INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve
Rhomboid Major ORIGIN: [...] INSERTION: [...] ACTION: [...] INNERVATION: [...]	Rhomboid Major ORIGIN: spinous processes of T2-T5 INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve
Rhomboid Minor ORIGIN: spinous processes of C7-T1 INSERTION: scapula ACTION: [...] INNERVATION: dorsal scapular nerve	Rhomboid Minor ORIGIN: spinous processes of C7-T1 INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve
Rhomboid Minor ORIGIN: spinous processes of C7-T1 INSERTION: scapula ACTION: adduct scapula INNERVATION: [...]	Rhomboid Minor ORIGIN: spinous processes of C7-T1 INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve
Rhomboid Minor ORIGIN: [...] INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve	Rhomboid Minor ORIGIN: spinous processes of C7-T1 INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve
Rhomboid Minor ORIGIN: spinous processes of C7-T1 INSERTION: [...] ACTION: adduct scapula INNERVATION: dorsal scapular nerve	Rhomboid Minor ORIGIN: spinous processes of C7-T1 INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve
Rhomboid Minor ORIGIN: [...] INSERTION: [...] ACTION: [...] INNERVATION: [...]	Rhomboid Minor ORIGIN: spinous processes of C7-T1 INSERTION: scapula ACTION: adduct scapula INNERVATION: dorsal scapular nerve
Trapezius ORIGINS: external occipital protuberance and thoracic vertebrae INSERTIONS: scapula and clavicle ACTIONS: elevate scapula, adduct scapula, extend head, and depression of head INNERVATION: [...]	Trapezius ORIGINS: external occipital protuberance and thoracic vertebrae INSERTIONS: scapula and clavicle ACTIONS: elevate scapula, adduct scapula, extend head, and depression of head INNERVATION: accessory nerve
Trapezius ORIGINS: [...] INSERTIONS: scapula and clavicle ACTIONS: elevate scapula, adduct scapula, extend head, and depression of head INNERVATION: accessory nerve	Trapezius ORIGINS: external occipital protuberance and thoracic vertebrae INSERTIONS: scapula and clavicle ACTIONS: elevate scapula, adduct scapula, extend head, and depression of head INNERVATION: accessory nerve
Trapezius ORIGINS: external occipital protuberance and thoracic vertebrae INSERTIONS: [...] ACTIONS: elevate scapula, adduct scapula, extend head, and depression of head INNERVATION: accessory nerve	Trapezius ORIGINS: external occipital protuberance and thoracic vertebrae INSERTIONS: scapula and clavicle ACTIONS: elevate scapula, adduct scapula, extend head, and depression of head INNERVATION: accessory nerve
Trapezius ORIGINS: external occipital protuberance and thoracic vertebrae INSERTIONS: scapula and clavicle ACTIONS: [...] INNERVATION: accessory nerve	Trapezius ORIGINS: external occipital protuberance and thoracic vertebrae INSERTIONS: scapula and clavicle ACTIONS: elevate scapula, adduct scapula, extend head, and depression of head INNERVATION: accessory nerve
Trapezius ORIGINS: [...] INSERTIONS: [...] ACTIONS: [...] INNERVATION: [...]	Trapezius ORIGINS: external occipital protuberance and thoracic vertebrae INSERTIONS: scapula and clavicle ACTIONS: elevate scapula, adduct scapula, extend head, and depression of head INNERVATION: accessory nerve
Latissimus Dorsi ORIGINS: vertebral column, iliac crest, and ribs INSERTION: intertubercular groove ACTIONS: adduction, extension, and medial rotation of arm INNERVATION: [...]	Latissimus Dorsi ORIGINS: vertebral column, iliac crest, and ribs INSERTION: intertubercular groove ACTIONS: adduction, extension, and medial rotation of arm INNERVATION: thoracodorsal nerve (C6-C8)
Latissimus Dorsi ORIGINS: vertebral column, iliac crest, and ribs INSERTION: intertubercular groove ACTIONS: [...] INNERVATION: thoracodorsal nerve (C6-C8)	Latissimus Dorsi ORIGINS: vertebral column, iliac crest, and ribs INSERTION: intertubercular groove ACTIONS: adduction, extension, and medial rotation of arm INNERVATION: thoracodorsal nerve (C6-C8)
Latissimus Dorsi ORIGINS: [...] INSERTION: intertubercular groove ACTIONS: adduction, extension, and medial rotation of arm INNERVATION: thoracodorsal nerve (C6-C8)	Latissimus Dorsi ORIGINS: vertebral column, iliac crest, and ribs INSERTION: intertubercular groove ACTIONS: adduction, extension, and medial rotation of arm INNERVATION: thoracodorsal nerve (C6-C8)
Latissimus Dorsi ORIGINS: vertebral column, iliac crest, and ribs INSERTION: [...] ACTIONS: adduction, extension, and medial rotation of arm INNERVATION: thoracodorsal nerve (C6-C8)	Latissimus Dorsi ORIGINS: vertebral column, iliac crest, and ribs INSERTION: intertubercular groove ACTIONS: adduction, extension, and medial rotation of arm INNERVATION: thoracodorsal nerve (C6-C8)
Latissimus Dorsi ORIGINS: [...] INSERTION: [...] ACTIONS: [...] INNERVATION: [...]	Latissimus Dorsi ORIGINS: vertebral column, iliac crest, and ribs INSERTION: intertubercular groove ACTIONS: adduction, extension, and medial rotation of arm INNERVATION: thoracodorsal nerve (C6-C8)
Serratus Anterior ORIGIN: ribs 1-8 INSERTION: scapula ACTION: [...] INNERVATION: long thoracic nerve (C5-C7)	Serratus Anterior ORIGIN: ribs 1-8 INSERTION: scapula ACTION: protraction of scapula INNERVATION: long thoracic nerve (C5-C7)
Serratus Anterior ORIGIN: ribs 1-8 INSERTION: [...] ACTION: protraction of scapula INNERVATION: long thoracic nerve (C5-C7)	Serratus Anterior ORIGIN: ribs 1-8 INSERTION: scapula ACTION: protraction of scapula INNERVATION: long thoracic nerve (C5-C7)
Serratus Anterior ORIGIN: ribs 1-8 INSERTION: scapula ACTION: protraction of scapula INNERVATION: [...]	Serratus Anterior ORIGIN: ribs 1-8 INSERTION: scapula ACTION: protraction of scapula INNERVATION: long thoracic nerve (C5-C7)
Serratus Anterior ORIGIN: [...] INSERTION: scapula ACTION: protraction of scapula INNERVATION: long thoracic nerve (C5-C7)	Serratus Anterior ORIGIN: ribs 1-8 INSERTION: scapula ACTION: protraction of scapula INNERVATION: long thoracic nerve (C5-C7)
Serratus Anterior ORIGIN: [...] INSERTION: [...] ACTION: [...] INNERVATION: [...]	Serratus Anterior ORIGIN: ribs 1-8 INSERTION: scapula ACTION: protraction of scapula INNERVATION: long thoracic nerve (C5-C7)
